name;instance_size;time;memory;min_path;path;real result;real path
matrix13;13;0,296802998;;269;[0, 10, 3, 5, 7, 9, 11, 2, 6, 4, 8, 1, 12, 0];269; [0, 10, 3, 5, 7, 9, 11, 2, 6, 4, 8, 1, 12, 0]
matrix14;14;0,515505552;;282;[0, 10, 3, 5, 7, 9, 13, 11, 2, 6, 4, 8, 1, 12, 0];282; [0, 10, 3, 5, 7, 9, 13, 11, 2, 6, 4, 8, 1, 12, 0]
matrix15;15;1,062249184;;291;[0, 10, 3, 5, 7, 9, 13, 11, 2, 6, 4, 8, 14, 1, 12, 0];291; [0, 12, 1, 14, 8, 4, 6, 2, 11, 13, 9, 7, 5, 3, 10, 0]
;;;;;;;
matrix_my_4;4;0;;38;[0, 1, 2, 3, 0];38; [0, 1, 2, 3, 0]
matrix_my_5;5;0;;42;[0, 1, 4, 3, 2, 0];42; [0, 1, 4, 3, 2, 0]
matrix6_1;6;0;;132;[0, 5, 4, 3, 2, 1, 0];132; [0, 1, 2, 3, 4, 5, 0]
matrix6_2;6;0;;80;[0, 4, 3, 2, 1, 5, 0];80; [0, 5, 1, 2, 3, 4, 0]
matrix10;10;0,093726635;;212;[0, 3, 4, 2, 8, 7, 6, 9, 1, 5, 0];212; [0, 3, 4, 2, 8, 7, 6, 9, 1, 5, 0]
matrix_my_11;11;0,109347105;;251;[0, 1, 8, 4, 6, 2, 9, 7, 5, 3, 10, 0];251; [0, 1, 8, 4, 6, 2, 9, 7, 5, 3, 10, 0]
matrix12;12;0,150976896;;264;[0, 1, 8, 4, 6, 2, 11, 9, 7, 5, 3, 10, 0];264; [0, 1, 8, 4, 6, 2, 11, 9, 7, 5, 3, 10, 0]
matrix13;13;0,234344721;;269;[0, 10, 3, 5, 7, 9, 11, 2, 6, 4, 8, 1, 12, 0];269; [0, 10, 3, 5, 7, 9, 11, 2, 6, 4, 8, 1, 12, 0]
matrix14;14;0,503895044;;282;[0, 10, 3, 5, 7, 9, 13, 11, 2, 6, 4, 8, 1, 12, 0];282; [0, 10, 3, 5, 7, 9, 13, 11, 2, 6, 4, 8, 1, 12, 0]
matrix15;15;1,003275156;;291;[0, 10, 3, 5, 7, 9, 13, 11, 2, 6, 4, 8, 14, 1, 12, 0];291; [0, 12, 1, 14, 8, 4, 6, 2, 11, 13, 9, 7, 5, 3, 10, 0]
matrix17;17;5,858465433;;39;[0, 2, 13, 1, 9, 10, 12, 5, 6, 14, 15, 3, 4, 7, 8, 16, 11, 0];39; [0, 11, 13, 2, 9, 10, 1, 12, 15, 14, 5, 6, 3, 4, 7, 8, 16, 0]
;;;;;;;
matrix_my_4;4;0;;38;[0, 1, 2, 3, 0];38; [0, 1, 2, 3, 0]
matrix_my_5;5;0;;42;[0, 1, 4, 3, 2, 0];42; [0, 1, 4, 3, 2, 0]
matrix6_1;6;0;;132;[0, 5, 4, 3, 2, 1, 0];132; [0, 1, 2, 3, 4, 5, 0]
matrix6_2;6;0,000970602;;80;[0, 4, 3, 2, 1, 5, 0];80; [0, 5, 1, 2, 3, 4, 0]
matrix10;10;0,003988743;;212;[0, 3, 4, 2, 8, 7, 6, 9, 1, 5, 0];212; [0, 3, 4, 2, 8, 7, 6, 9, 1, 5, 0]
matrix_my_11;11;0,009974957;;251;[0, 1, 8, 4, 6, 2, 9, 7, 5, 3, 10, 0];251; [0, 1, 8, 4, 6, 2, 9, 7, 5, 3, 10, 0]
matrix12;12;0,024932861;;264;[0, 1, 8, 4, 6, 2, 11, 9, 7, 5, 3, 10, 0];264; [0, 1, 8, 4, 6, 2, 11, 9, 7, 5, 3, 10, 0]
matrix13;13;0,046878815;;269;[0, 10, 3, 5, 7, 9, 11, 2, 6, 4, 8, 1, 12, 0];269; [0, 10, 3, 5, 7, 9, 11, 2, 6, 4, 8, 1, 12, 0]
matrix14;14;0,107708454;;282;[0, 10, 3, 5, 7, 9, 13, 11, 2, 6, 4, 8, 1, 12, 0];282; [0, 10, 3, 5, 7, 9, 13, 11, 2, 6, 4, 8, 1, 12, 0]
matrix15;15;0,246404171;;291;[0, 10, 3, 5, 7, 9, 13, 11, 2, 6, 4, 8, 14, 1, 12, 0];291; [0, 12, 1, 14, 8, 4, 6, 2, 11, 13, 9, 7, 5, 3, 10, 0]
matrix17;17;1,38730526;;39;[0, 2, 13, 1, 9, 10, 12, 5, 6, 14, 15, 3, 4, 7, 8, 16, 11, 0];39; [0, 11, 13, 2, 9, 10, 1, 12, 15, 14, 5, 6, 3, 4, 7, 8, 16, 0]
gr24;24;1499,755051;;1272;[0, 11, 3, 22, 8, 12, 13, 19, 1, 14, 18, 17, 21, 16, 9, 4, 20, 7, 23, 5, 6, 2, 10, 15, 0];1272;
;;;;;;;
matrix_my_4;4;0,001995325;24604672;38;[0, 1, 2, 3, 0];38; [0, 1, 2, 3, 0]
matrix_my_5;5;0,002991438;24838144;42;[0, 1, 4, 3, 2, 0];42; [0, 1, 4, 3, 2, 0]
matrix6_1;6;0,003988981;24842240;132;[0, 5, 4, 3, 2, 1, 0];132; [0, 1, 2, 3, 4, 5, 0]
matrix6_2;6;0,002990246;24842240;80;[0, 4, 3, 2, 1, 5, 0];80; [0, 5, 1, 2, 3, 4, 0]
matrix10;10;0,00998354;25182208;212;[0, 3, 4, 2, 8, 7, 6, 9, 1, 5, 0];212; [0, 3, 4, 2, 8, 7, 6, 9, 1, 5, 0]
matrix_my_11;11;0,019059896;25174016;251;[0, 1, 8, 4, 6, 2, 9, 7, 5, 3, 10, 0];251; [0, 1, 8, 4, 6, 2, 9, 7, 5, 3, 10, 0]
matrix12;12;0,03247714;25772032;264;[0, 1, 8, 4, 6, 2, 11, 9, 7, 5, 3, 10, 0];264; [0, 1, 8, 4, 6, 2, 11, 9, 7, 5, 3, 10, 0]
matrix13;13;0,10873127;25788416;269;[0, 10, 3, 5, 7, 9, 11, 2, 6, 4, 8, 1, 12, 0];269; [0, 10, 3, 5, 7, 9, 11, 2, 6, 4, 8, 1, 12, 0]
matrix14;14;0,129675388;25686016;282;[0, 10, 3, 5, 7, 9, 13, 11, 2, 6, 4, 8, 1, 12, 0];282; [0, 10, 3, 5, 7, 9, 13, 11, 2, 6, 4, 8, 1, 12, 0]
matrix15;15;0,286750078;25919488;291;[0, 10, 3, 5, 7, 9, 13, 11, 2, 6, 4, 8, 14, 1, 12, 0];291; [0, 12, 1, 14, 8, 4, 6, 2, 11, 13, 9, 7, 5, 3, 10, 0]
matrix17;17;1,549491644;26206208;39;[0, 2, 13, 1, 9, 10, 12, 5, 6, 14, 15, 3, 4, 7, 8, 16, 11, 0];39; [0, 11, 13, 2, 9, 10, 1, 12, 15, 14, 5, 6, 3, 4, 7, 8, 16, 0]
gr21;21;57,1716187;26124288;2707;[0, 6, 7, 5, 15, 4, 8, 2, 1, 20, 14, 13, 12, 17, 9, 16, 18, 19, 10, 3, 11, 0];2707;
ulysses22;22;124,4470298;27000832;6929;[0, 7, 11, 12, 13, 6, 5, 18, 19, 20, 9, 8, 10, 4, 14, 3, 17, 21, 16, 1, 2, 15, 0];7013;
gr24;24;1499,755051;;1272;[0, 11, 3, 22, 8, 12, 13, 19, 1, 14, 18, 17, 21, 16, 9, 4, 20, 7, 23, 5, 6, 2, 10, 15, 0];1272;
;;;;;;;
matrix_my_4;4;0;43515904;38;[0, 1, 2, 3, 0];38; [0, 1, 2, 3, 0]
matrix_my_5;5;0;43712512;42;[0, 1, 4, 3, 2, 0];42; [0, 1, 4, 3, 2, 0]
matrix6_1;6;0;43716608;132;[0, 5, 4, 3, 2, 1, 0];132; [0, 1, 2, 3, 4, 5, 0]
matrix6_2;6;0;43720704;80;[0, 4, 3, 2, 1, 5, 0];80; [0, 5, 1, 2, 3, 4, 0]
matrix10;10;0,031244755;43917312;212;[0, 3, 4, 2, 8, 7, 6, 9, 1, 5, 0];212; [0, 3, 4, 2, 8, 7, 6, 9, 1, 5, 0]
matrix12;12;0,031245947;44535808;264;[0, 1, 8, 4, 6, 2, 11, 9, 7, 5, 3, 10, 0];264; [0, 1, 8, 4, 6, 2, 11, 9, 7, 5, 3, 10, 0]
matrix13;13;0,078117847;44875776;269;[0, 10, 3, 5, 7, 9, 11, 2, 6, 4, 8, 1, 12, 0];269; [0, 10, 3, 5, 7, 9, 11, 2, 6, 4, 8, 1, 12, 0]
matrix14;14;0,156213522;45137920;282;[0, 10, 3, 5, 7, 9, 13, 11, 2, 6, 4, 8, 1, 12, 0];282; [0, 10, 3, 5, 7, 9, 13, 11, 2, 6, 4, 8, 1, 12, 0]
matrix15;15;0,314274549;45092864;291;[0, 10, 3, 5, 7, 9, 13, 11, 2, 6, 4, 8, 14, 1, 12, 0];291; [0, 12, 1, 14, 8, 4, 6, 2, 11, 13, 9, 7, 5, 3, 10, 0]
matrix17;17;1,474212885;44781568;39;[0, 2, 13, 1, 9, 10, 12, 5, 6, 14, 15, 3, 4, 7, 8, 16, 11, 0];39; [0, 11, 13, 2, 9, 10, 1, 12, 15, 14, 5, 6, 3, 4, 7, 8, 16, 0]
gr21;21;45,22325993;44806144;2707;[0, 6, 7, 5, 15, 4, 8, 2, 1, 20, 14, 13, 12, 17, 9, 16, 18, 19, 10, 3, 11, 0];2707;
ulysses22;22;103,7739685;45871104;6929;[0, 7, 11, 12, 13, 6, 5, 18, 19, 20, 9, 8, 10, 4, 14, 3, 17, 21, 16, 1, 2, 15, 0];7013;
gr24;24;1499,755051;14184448;1272;[0, 11, 3, 22, 8, 12, 13, 19, 1, 14, 18, 17, 21, 16, 9, 4, 20, 7, 23, 5, 6, 2, 10, 15, 0];1272;
;;;;;;;
br17;17;1,675281763;24383488;39;[0, 2, 13, 1, 9, 10, 12, 5, 6, 14, 15, 3, 4, 7, 8, 16, 11, 0];39;
gr21;21;46,6270864;25329664;2707;[0, 6, 7, 5, 15, 4, 8, 2, 1, 20, 14, 13, 12, 17, 9, 16, 18, 19, 10, 3, 11, 0];2707;
ulysses22;22;109,839227;26468352;6929;[0, 7, 11, 12, 13, 6, 5, 18, 19, 20, 9, 8, 10, 4, 14, 3, 17, 21, 16, 1, 2, 15, 0];7013;
gr24;24;1921,565231;14184448;1272;[0, 11, 3, 22, 8, 12, 13, 19, 1, 14, 18, 17, 21, 16, 9, 4, 20, 7, 23, 5, 6, 2, 10, 15, 0];1272;
;;;;;;;
;;;;;;;
matrix_my_4;4;0,007155179977416992;24731648;38;[0, 1, 2, 3, 0];38; [0, 1, 2, 3, 0];
matrix_my_5;5;0,004172086715698242;25034752;42;[0, 1, 4, 3, 2, 0];42; [0, 1, 4, 3, 2, 0];
matrix6_1;6;0,012738466262817383;25067520;132;[0, 5, 4, 3, 2, 1, 0];132; [0, 1, 2, 3, 4, 5, 0];
matrix6_2;6;0,004868268966674805;25067520;80;[0, 4, 3, 2, 1, 5, 0];80; [0, 5, 1, 2, 3, 4, 0];
matrix10;10;0,03594470024108887;25296896;212;[0, 3, 4, 2, 8, 7, 6, 9, 1, 5, 0];212; [0, 3, 4, 2, 8, 7, 6, 9, 1, 5, 0];
matrix12;12;0,10229992866516113;25890816;264;[0, 1, 8, 4, 6, 2, 11, 9, 7, 5, 3, 10, 0];264; [0, 1, 8, 4, 6, 2, 11, 9, 7, 5, 3, 10, 0];
matrix13;13;0,17854070663452148;26411008;269;[0, 10, 3, 5, 7, 9, 11, 2, 6, 4, 8, 1, 12, 0];269; [0, 10, 3, 5, 7, 9, 11, 2, 6, 4, 8, 1, 12, 0];
matrix14;14;0,26520538330078125;26345472;282;[0, 10, 3, 5, 7, 9, 13, 11, 2, 6, 4, 8, 1, 12, 0];282; [0, 10, 3, 5, 7, 9, 13, 11, 2, 6, 4, 8, 1, 12, 0];
matrix15;15;0,4447157382965088;26279936;291;[0, 10, 3, 5, 7, 9, 13, 11, 2, 6, 4, 8, 14, 1, 12, 0];291; [0, 12, 1, 14, 8, 4, 6, 2, 11, 13, 9, 7, 5, 3, 10, 0];
matrix17;17;2,0744893550872803;26624000;39;[0, 2, 13, 1, 9, 10, 12, 5, 6, 14, 15, 3, 4, 7, 8, 16, 11, 0];39; [0, 11, 13, 2, 9, 10, 1, 12, 15, 14, 5, 6, 3, 4, 7, 8, 16, 0];
;;;;;;;
matrix_my_4;4;0,0009965896606445312;23441408;38;[0, 1, 2, 3, 0];38; [0, 1, 2, 3, 0];
matrix_my_5;5;0,001996755599975586;23752704;42;[0, 1, 4, 3, 2, 0];42; [0, 1, 4, 3, 2, 0];
matrix6_1;6;0,011074066162109375;23756800;132;[0, 5, 4, 3, 2, 1, 0];132; [0, 1, 2, 3, 4, 5, 0];
matrix6_2;6;0,007997274398803711;23818240;80;[0, 4, 3, 2, 1, 5, 0];80; [0, 5, 1, 2, 3, 4, 0];
matrix10;10;0,03591012954711914;24096768;212;[0, 3, 4, 2, 8, 7, 6, 9, 1, 5, 0];212; [0, 3, 4, 2, 8, 7, 6, 9, 1, 5, 0];
matrix12;12;0,09911465644836426;24670208;264;[0, 1, 8, 4, 6, 2, 11, 9, 7, 5, 3, 10, 0];264; [0, 1, 8, 4, 6, 2, 11, 9, 7, 5, 3, 10, 0];
matrix13;13;0,18493866920471191;25194496;269;[0, 10, 3, 5, 7, 9, 11, 2, 6, 4, 8, 1, 12, 0];269; [0, 10, 3, 5, 7, 9, 11, 2, 6, 4, 8, 1, 12, 0];
matrix14;14;0,2764124870300293;25120768;282;[0, 10, 3, 5, 7, 9, 13, 11, 2, 6, 4, 8, 1, 12, 0];282; [0, 10, 3, 5, 7, 9, 13, 11, 2, 6, 4, 8, 1, 12, 0];
matrix15;15;0,4368433952331543;25079808;291;[0, 10, 3, 5, 7, 9, 13, 11, 2, 6, 4, 8, 14, 1, 12, 0];291; [0, 12, 1, 14, 8, 4, 6, 2, 11, 13, 9, 7, 5, 3, 10, 0];
matrix17;17;1,92893648147583;25354240;39;[0, 2, 13, 1, 9, 10, 12, 5, 6, 14, 15, 3, 4, 7, 8, 16, 11, 0];39; [0, 11, 13, 2, 9, 10, 1, 12, 15, 14, 5, 6, 3, 4, 7, 8, 16, 0];
gr21;21;63,76988911628723;25751552;2707;[0, 6, 7, 5, 15, 4, 8, 2, 1, 20, 14, 13, 12, 17, 9, 16, 18, 19, 10, 3, 11, 0];2707;
;;;;;;;
matrix_my_4;4;0,0;23117824;38;[0, 1, 2, 3, 0];38; [0, 1, 2, 3, 0];
matrix_my_5;5;0,0;23412736;42;[0, 1, 4, 3, 2, 0];42; [0, 1, 4, 3, 2, 0];
matrix6_1;6;0,015595674514770508;23416832;132;[0, 5, 4, 3, 2, 1, 0];132; [0, 1, 2, 3, 4, 5, 0];
matrix6_2;6;0,0;23425024;80;[0, 4, 3, 2, 1, 5, 0];80; [0, 5, 1, 2, 3, 4, 0];
matrix10;10;0,015625476837158203;23711744;212;[0, 3, 4, 2, 8, 7, 6, 9, 1, 5, 0];212; [0, 3, 4, 2, 8, 7, 6, 9, 1, 5, 0];
matrix12;12;0,031243085861206055;24285184;264;[0, 1, 8, 4, 6, 2, 11, 9, 7, 5, 3, 10, 0];264; [0, 1, 8, 4, 6, 2, 11, 9, 7, 5, 3, 10, 0];
matrix13;13;0,04689764976501465;24809472;269;[0, 10, 3, 5, 7, 9, 11, 2, 6, 4, 8, 1, 12, 0];269; [0, 10, 3, 5, 7, 9, 11, 2, 6, 4, 8, 1, 12, 0];
matrix14;14;0,12497615814208984;24739840;282;[0, 10, 3, 5, 7, 9, 13, 11, 2, 6, 4, 8, 1, 12, 0];282; [0, 10, 3, 5, 7, 9, 13, 11, 2, 6, 4, 8, 1, 12, 0];
matrix15;15;0,2686624526977539;24682496;291;[0, 10, 3, 5, 7, 9, 13, 11, 2, 6, 4, 8, 14, 1, 12, 0];291; [0, 12, 1, 14, 8, 4, 6, 2, 11, 13, 9, 7, 5, 3, 10, 0];
matrix17;17;1,442756175994873;24961024;39;[0, 2, 13, 1, 9, 10, 12, 5, 6, 14, 15, 3, 4, 7, 8, 16, 11, 0];39; [0, 11, 13, 2, 9, 10, 1, 12, 15, 14, 5, 6, 3, 4, 7, 8, 16, 0];
;;;;;;;
matrix_my_4;4;0,0;24358912;38;[0, 1, 2, 3, 0];38; [0, 1, 2, 3, 0];
matrix_my_5;5;0,0;24555520;42;[0, 1, 4, 3, 2, 0];42; [0, 1, 4, 3, 2, 0];
matrix6_1;6;0,015646934509277344;24563712;132;[0, 5, 4, 3, 2, 1, 0];132; [0, 1, 2, 3, 4, 5, 0];
matrix6_2;6;0,0;24571904;80;[0, 4, 3, 2, 1, 5, 0];80; [0, 5, 1, 2, 3, 4, 0];
matrix10;10;0,015630483627319336;24911872;212;[0, 3, 4, 2, 8, 7, 6, 9, 1, 5, 0];212; [0, 3, 4, 2, 8, 7, 6, 9, 1, 5, 0];
