name;instance_size;time;memory;min_path;path;real result;real path
matrix_my_5;5;0;;42;[0, 1, 4, 3, 2, 0];42; [0, 1, 4, 3, 2, 0]
matrix6_1;6;0,001009464;;132;[0, 5, 4, 3, 2, 1, 0];132; [0, 1, 2, 3, 4, 5, 0]
matrix6_2;6;0;;80;[0, 4, 3, 2, 1, 5, 0];80; [0, 5, 1, 2, 3, 4, 0]
matrix10;10;0,004991055;;212;[0, 3, 4, 2, 8, 7, 6, 9, 1, 5, 0];212; [0, 3, 4, 2, 8, 7, 6, 9, 1, 5, 0]
matrix_my_11;11;0,007978916;;251;[0, 1, 8, 4, 6, 2, 9, 7, 5, 3, 10, 0];251; [0, 1, 8, 4, 6, 2, 9, 7, 5, 3, 10, 0]
matrix12;12;0,017952919;;264;[0, 1, 8, 4, 6, 2, 11, 9, 7, 5, 3, 10, 0];264; [0, 1, 8, 4, 6, 2, 11, 9, 7, 5, 3, 10, 0]
matrix13;13;0,041887522;;269;[0, 10, 3, 5, 7, 9, 11, 2, 6, 4, 8, 1, 12, 0];269; [0, 10, 3, 5, 7, 9, 11, 2, 6, 4, 8, 1, 12, 0]
matrix14;14;0,102893591;;282;[0, 10, 3, 5, 7, 9, 13, 11, 2, 6, 4, 8, 1, 12, 0];282; [0, 10, 3, 5, 7, 9, 13, 11, 2, 6, 4, 8, 1, 12, 0]
matrix15;15;0,240991831;;291;[0, 10, 3, 5, 7, 9, 13, 11, 2, 6, 4, 8, 14, 1, 12, 0];291; [0, 12, 1, 14, 8, 4, 6, 2, 11, 13, 9, 7, 5, 3, 10, 0]
matrix17;17;1,32787323;;39;[0, 2, 13, 1, 9, 10, 12, 5, 6, 14, 15, 3, 4, 7, 8, 16, 11, 0];39; [0, 11, 13, 2, 9, 10, 1, 12, 15, 14, 5, 6, 3, 4, 7, 8, 16, 0]
;;;;;;;
matrix_my_4;4;0;;38;[0, 1, 2, 3, 0];38; [0, 1, 2, 3, 0]
matrix_my_5;5;0;;42;[0, 1, 4, 3, 2, 0];42; [0, 1, 4, 3, 2, 0]
matrix6_1;6;0;;132;[0, 5, 4, 3, 2, 1, 0];132; [0, 1, 2, 3, 4, 5, 0]
matrix6_2;6;0;;80;[0, 4, 3, 2, 1, 5, 0];80; [0, 5, 1, 2, 3, 4, 0]
matrix10;10;0,003972292;;212;[0, 3, 4, 2, 8, 7, 6, 9, 1, 5, 0];212; [0, 3, 4, 2, 8, 7, 6, 9, 1, 5, 0]
matrix_my_11;11;0,007980347;;251;[0, 1, 8, 4, 6, 2, 9, 7, 5, 3, 10, 0];251; [0, 1, 8, 4, 6, 2, 9, 7, 5, 3, 10, 0]
matrix12;12;0,017951727;;264;[0, 1, 8, 4, 6, 2, 11, 9, 7, 5, 3, 10, 0];264; [0, 1, 8, 4, 6, 2, 11, 9, 7, 5, 3, 10, 0]
matrix13;13;0,044879913;;269;[0, 10, 3, 5, 7, 9, 11, 2, 6, 4, 8, 1, 12, 0];269; [0, 10, 3, 5, 7, 9, 11, 2, 6, 4, 8, 1, 12, 0]
matrix14;14;0,105741262;;282;[0, 10, 3, 5, 7, 9, 13, 11, 2, 6, 4, 8, 1, 12, 0];282; [0, 10, 3, 5, 7, 9, 13, 11, 2, 6, 4, 8, 1, 12, 0]
matrix15;15;0,249311924;;291;[0, 10, 3, 5, 7, 9, 13, 11, 2, 6, 4, 8, 14, 1, 12, 0];291; [0, 12, 1, 14, 8, 4, 6, 2, 11, 13, 9, 7, 5, 3, 10, 0]
matrix17;17;1,302945375;;39;[0, 2, 13, 1, 9, 10, 12, 5, 6, 14, 15, 3, 4, 7, 8, 16, 11, 0];39; [0, 11, 13, 2, 9, 10, 1, 12, 15, 14, 5, 6, 3, 4, 7, 8, 16, 0]
;;;;;;;
matrix_my_4;4;0;;38;[0, 1, 2, 3, 0];38; [0, 1, 2, 3, 0]
matrix_my_5;5;0;;42;[0, 1, 4, 3, 2, 0];42; [0, 1, 4, 3, 2, 0]
matrix6_1;6;0;;132;[0, 5, 4, 3, 2, 1, 0];132; [0, 1, 2, 3, 4, 5, 0]
matrix6_2;6;0;;80;[0, 4, 3, 2, 1, 5, 0];80; [0, 5, 1, 2, 3, 4, 0]
matrix10;10;0,004012823;;212;[0, 3, 4, 2, 8, 7, 6, 9, 1, 5, 0];212; [0, 3, 4, 2, 8, 7, 6, 9, 1, 5, 0]
matrix_my_11;11;0,008954048;;251;[0, 1, 8, 4, 6, 2, 9, 7, 5, 3, 10, 0];251; [0, 1, 8, 4, 6, 2, 9, 7, 5, 3, 10, 0]
matrix12;12;0,019947052;;264;[0, 1, 8, 4, 6, 2, 11, 9, 7, 5, 3, 10, 0];264; [0, 1, 8, 4, 6, 2, 11, 9, 7, 5, 3, 10, 0]
matrix13;13;0,06283021;;269;[0, 10, 3, 5, 7, 9, 11, 2, 6, 4, 8, 1, 12, 0];269; [0, 10, 3, 5, 7, 9, 11, 2, 6, 4, 8, 1, 12, 0]
matrix14;14;0,10574007;;282;[0, 10, 3, 5, 7, 9, 13, 11, 2, 6, 4, 8, 1, 12, 0];282; [0, 10, 3, 5, 7, 9, 13, 11, 2, 6, 4, 8, 1, 12, 0]
matrix15;15;0,256199598;;291;[0, 10, 3, 5, 7, 9, 13, 11, 2, 6, 4, 8, 14, 1, 12, 0];291; [0, 12, 1, 14, 8, 4, 6, 2, 11, 13, 9, 7, 5, 3, 10, 0]
matrix17;17;1,309718609;;39;[0, 2, 13, 1, 9, 10, 12, 5, 6, 14, 15, 3, 4, 7, 8, 16, 11, 0];39; [0, 11, 13, 2, 9, 10, 1, 12, 15, 14, 5, 6, 3, 4, 7, 8, 16, 0]
;;;;;;;
matrix_my_4;4;0;;38;[0, 1, 2, 3, 0];38; [0, 1, 2, 3, 0]
matrix_my_5;5;0;;42;[0, 1, 4, 3, 2, 0];42; [0, 1, 4, 3, 2, 0]
matrix6_1;6;0,000985384;;132;[0, 5, 4, 3, 2, 1, 0];132; [0, 1, 2, 3, 4, 5, 0]
matrix6_2;6;0;;80;[0, 4, 3, 2, 1, 5, 0];80; [0, 5, 1, 2, 3, 4, 0]
matrix10;10;0,00398922;;212;[0, 3, 4, 2, 8, 7, 6, 9, 1, 5, 0];212; [0, 3, 4, 2, 8, 7, 6, 9, 1, 5, 0]
matrix_my_11;11;0,008976221;;251;[0, 1, 8, 4, 6, 2, 9, 7, 5, 3, 10, 0];251; [0, 1, 8, 4, 6, 2, 9, 7, 5, 3, 10, 0]
matrix12;12;0,018950701;;264;[0, 1, 8, 4, 6, 2, 11, 9, 7, 5, 3, 10, 0];264; [0, 1, 8, 4, 6, 2, 11, 9, 7, 5, 3, 10, 0]
matrix13;13;0,044879675;;269;[0, 10, 3, 5, 7, 9, 11, 2, 6, 4, 8, 1, 12, 0];269; [0, 10, 3, 5, 7, 9, 11, 2, 6, 4, 8, 1, 12, 0]
matrix14;14;0,106714487;;282;[0, 10, 3, 5, 7, 9, 13, 11, 2, 6, 4, 8, 1, 12, 0];282; [0, 10, 3, 5, 7, 9, 13, 11, 2, 6, 4, 8, 1, 12, 0]
matrix15;15;0,25177145;;291;[0, 10, 3, 5, 7, 9, 13, 11, 2, 6, 4, 8, 14, 1, 12, 0];291; [0, 12, 1, 14, 8, 4, 6, 2, 11, 13, 9, 7, 5, 3, 10, 0]
matrix17;17;1,330648422;;39;[0, 2, 13, 1, 9, 10, 12, 5, 6, 14, 15, 3, 4, 7, 8, 16, 11, 0];39; [0, 11, 13, 2, 9, 10, 1, 12, 15, 14, 5, 6, 3, 4, 7, 8, 16, 0]
;;;;;;;
matrix_my_4;4;0;;38;[0, 1, 2, 3, 0];38; [0, 1, 2, 3, 0]
matrix_my_5;5;0;;42;[0, 1, 4, 3, 2, 0];42; [0, 1, 4, 3, 2, 0]
matrix6_1;6;0;;132;[0, 5, 4, 3, 2, 1, 0];132; [0, 1, 2, 3, 4, 5, 0]
matrix6_2;6;0;;80;[0, 4, 3, 2, 1, 5, 0];80; [0, 5, 1, 2, 3, 4, 0]
matrix10;10;0,003544807;;212;[0, 3, 4, 2, 8, 7, 6, 9, 1, 5, 0];212; [0, 3, 4, 2, 8, 7, 6, 9, 1, 5, 0]
matrix_my_11;11;0,00850153;;251;[0, 1, 8, 4, 6, 2, 9, 7, 5, 3, 10, 0];251; [0, 1, 8, 4, 6, 2, 9, 7, 5, 3, 10, 0]
matrix12;12;0,021610022;;264;[0, 1, 8, 4, 6, 2, 11, 9, 7, 5, 3, 10, 0];264; [0, 1, 8, 4, 6, 2, 11, 9, 7, 5, 3, 10, 0]
matrix13;13;0,058964729;;269;[0, 10, 3, 5, 7, 9, 11, 2, 6, 4, 8, 1, 12, 0];269; [0, 10, 3, 5, 7, 9, 11, 2, 6, 4, 8, 1, 12, 0]
matrix14;14;0,105044127;;282;[0, 10, 3, 5, 7, 9, 13, 11, 2, 6, 4, 8, 1, 12, 0];282; [0, 10, 3, 5, 7, 9, 13, 11, 2, 6, 4, 8, 1, 12, 0]
matrix15;15;0,351374626;;291;[0, 10, 3, 5, 7, 9, 13, 11, 2, 6, 4, 8, 14, 1, 12, 0];291; [0, 12, 1, 14, 8, 4, 6, 2, 11, 13, 9, 7, 5, 3, 10, 0]
matrix17;17;1,420904636;;39;[0, 2, 13, 1, 9, 10, 12, 5, 6, 14, 15, 3, 4, 7, 8, 16, 11, 0];39; [0, 11, 13, 2, 9, 10, 1, 12, 15, 14, 5, 6, 3, 4, 7, 8, 16, 0]
;;;;;;;
matrix_my_4;4;0;;38;[0, 1, 2, 3, 0];38; [0, 1, 2, 3, 0]
matrix_my_5;5;0;;42;[0, 1, 4, 3, 2, 0];42; [0, 1, 4, 3, 2, 0]
matrix6_1;6;0;;132;[0, 5, 4, 3, 2, 1, 0];132; [0, 1, 2, 3, 4, 5, 0]
matrix6_2;6;0;;80;[0, 4, 3, 2, 1, 5, 0];80; [0, 5, 1, 2, 3, 4, 0]
matrix10;10;0,004986763;;212;[0, 3, 4, 2, 8, 7, 6, 9, 1, 5, 0];212; [0, 3, 4, 2, 8, 7, 6, 9, 1, 5, 0]
matrix_my_11;11;0,012971163;;251;[0, 1, 8, 4, 6, 2, 9, 7, 5, 3, 10, 0];251; [0, 1, 8, 4, 6, 2, 9, 7, 5, 3, 10, 0]
matrix12;12;0,029077768;;264;[0, 1, 8, 4, 6, 2, 11, 9, 7, 5, 3, 10, 0];264; [0, 1, 8, 4, 6, 2, 11, 9, 7, 5, 3, 10, 0]
matrix13;13;0,078935146;;269;[0, 10, 3, 5, 7, 9, 11, 2, 6, 4, 8, 1, 12, 0];269; [0, 10, 3, 5, 7, 9, 11, 2, 6, 4, 8, 1, 12, 0]
matrix14;14;0,151819944;;282;[0, 10, 3, 5, 7, 9, 13, 11, 2, 6, 4, 8, 1, 12, 0];282; [0, 10, 3, 5, 7, 9, 13, 11, 2, 6, 4, 8, 1, 12, 0]
matrix15;15;0,38003397;;291;[0, 10, 3, 5, 7, 9, 13, 11, 2, 6, 4, 8, 14, 1, 12, 0];291; [0, 12, 1, 14, 8, 4, 6, 2, 11, 13, 9, 7, 5, 3, 10, 0]
matrix17;17;1,812543869;;39;[0, 2, 13, 1, 9, 10, 12, 5, 6, 14, 15, 3, 4, 7, 8, 16, 11, 0];39; [0, 11, 13, 2, 9, 10, 1, 12, 15, 14, 5, 6, 3, 4, 7, 8, 16, 0]
;;;;;;;
matrix_my_4;4;0;;38;[0, 1, 2, 3, 0];38; [0, 1, 2, 3, 0]
matrix_my_5;5;0;;42;[0, 1, 4, 3, 2, 0];42; [0, 1, 4, 3, 2, 0]
matrix6_1;6;0;;132;[0, 5, 4, 3, 2, 1, 0];132; [0, 1, 2, 3, 4, 5, 0]
matrix6_2;6;0;;80;[0, 4, 3, 2, 1, 5, 0];80; [0, 5, 1, 2, 3, 4, 0]
matrix10;10;0,009011507;;212;[0, 3, 4, 2, 8, 7, 6, 9, 1, 5, 0];212; [0, 3, 4, 2, 8, 7, 6, 9, 1, 5, 0]
matrix_my_11;11;0,022026777;;251;[0, 1, 8, 4, 6, 2, 9, 7, 5, 3, 10, 0];251; [0, 1, 8, 4, 6, 2, 9, 7, 5, 3, 10, 0]
matrix12;12;0,056851149;;264;[0, 1, 8, 4, 6, 2, 11, 9, 7, 5, 3, 10, 0];264; [0, 1, 8, 4, 6, 2, 11, 9, 7, 5, 3, 10, 0]
matrix13;13;0,074017048;;269;[0, 10, 3, 5, 7, 9, 11, 2, 6, 4, 8, 1, 12, 0];269; [0, 10, 3, 5, 7, 9, 11, 2, 6, 4, 8, 1, 12, 0]
matrix14;14;0,143039227;;282;[0, 10, 3, 5, 7, 9, 13, 11, 2, 6, 4, 8, 1, 12, 0];282; [0, 10, 3, 5, 7, 9, 13, 11, 2, 6, 4, 8, 1, 12, 0]
matrix15;15;0,325771332;;291;[0, 10, 3, 5, 7, 9, 13, 11, 2, 6, 4, 8, 14, 1, 12, 0];291; [0, 12, 1, 14, 8, 4, 6, 2, 11, 13, 9, 7, 5, 3, 10, 0]
matrix17;17;1,944389582;;39;[0, 2, 13, 1, 9, 10, 12, 5, 6, 14, 15, 3, 4, 7, 8, 16, 11, 0];39; [0, 11, 13, 2, 9, 10, 1, 12, 15, 14, 5, 6, 3, 4, 7, 8, 16, 0]
;;;;;;;
;;;;;;;
matrix_my_4;4;0;;38;[0, 1, 2, 3, 0];38; [0, 1, 2, 3, 0]
matrix_my_5;5;0;;42;[0, 1, 4, 3, 2, 0];42; [0, 1, 4, 3, 2, 0]
matrix6_1;6;0;;132;[0, 5, 4, 3, 2, 1, 0];132; [0, 1, 2, 3, 4, 5, 0]
matrix6_2;6;0;;80;[0, 4, 3, 2, 1, 5, 0];80; [0, 5, 1, 2, 3, 4, 0]
matrix10;10;0,003991127;;212;[0, 3, 4, 2, 8, 7, 6, 9, 1, 5, 0];212; [0, 3, 4, 2, 8, 7, 6, 9, 1, 5, 0]
matrix_my_11;11;0,010977745;;251;[0, 1, 8, 4, 6, 2, 9, 7, 5, 3, 10, 0];251; [0, 1, 8, 4, 6, 2, 9, 7, 5, 3, 10, 0]
matrix12;12;0,024456978;;264;[0, 1, 8, 4, 6, 2, 11, 9, 7, 5, 3, 10, 0];264; [0, 1, 8, 4, 6, 2, 11, 9, 7, 5, 3, 10, 0]
matrix13;13;0,045882463;;269;[0, 10, 3, 5, 7, 9, 11, 2, 6, 4, 8, 1, 12, 0];269; [0, 10, 3, 5, 7, 9, 11, 2, 6, 4, 8, 1, 12, 0]
matrix14;14;0,10575366;;282;[0, 10, 3, 5, 7, 9, 13, 11, 2, 6, 4, 8, 1, 12, 0];282; [0, 10, 3, 5, 7, 9, 13, 11, 2, 6, 4, 8, 1, 12, 0]
matrix15;15;0,253635883;;291;[0, 10, 3, 5, 7, 9, 13, 11, 2, 6, 4, 8, 14, 1, 12, 0];291; [0, 12, 1, 14, 8, 4, 6, 2, 11, 13, 9, 7, 5, 3, 10, 0]
matrix17;17;1,390372515;;39;[0, 2, 13, 1, 9, 10, 12, 5, 6, 14, 15, 3, 4, 7, 8, 16, 11, 0];39; [0, 11, 13, 2, 9, 10, 1, 12, 15, 14, 5, 6, 3, 4, 7, 8, 16, 0]
;;;;;;;
matrix_my_4;4;0,000994682;;38;[0, 1, 2, 3, 0];38; [0, 1, 2, 3, 0]
matrix_my_5;5;0;;42;[0, 1, 4, 3, 2, 0];42; [0, 1, 4, 3, 2, 0]
matrix6_1;6;0;;132;[0, 5, 4, 3, 2, 1, 0];132; [0, 1, 2, 3, 4, 5, 0]
matrix6_2;6;0;;80;[0, 4, 3, 2, 1, 5, 0];80; [0, 5, 1, 2, 3, 4, 0]
matrix10;10;0,004981995;;212;[0, 3, 4, 2, 8, 7, 6, 9, 1, 5, 0];212; [0, 3, 4, 2, 8, 7, 6, 9, 1, 5, 0]
matrix_my_11;11;0,008977413;;251;[0, 1, 8, 4, 6, 2, 9, 7, 5, 3, 10, 0];251; [0, 1, 8, 4, 6, 2, 9, 7, 5, 3, 10, 0]
matrix12;12;0,019946814;;264;[0, 1, 8, 4, 6, 2, 11, 9, 7, 5, 3, 10, 0];264; [0, 1, 8, 4, 6, 2, 11, 9, 7, 5, 3, 10, 0]
matrix13;13;0,044875622;;269;[0, 10, 3, 5, 7, 9, 11, 2, 6, 4, 8, 1, 12, 0];269; [0, 10, 3, 5, 7, 9, 11, 2, 6, 4, 8, 1, 12, 0]
matrix14;14;0,258309364;;282;[0, 10, 3, 5, 7, 9, 13, 11, 2, 6, 4, 8, 1, 12, 0];282; [0, 10, 3, 5, 7, 9, 13, 11, 2, 6, 4, 8, 1, 12, 0]
matrix15;15;0,252351999;;291;[0, 10, 3, 5, 7, 9, 13, 11, 2, 6, 4, 8, 14, 1, 12, 0];291; [0, 12, 1, 14, 8, 4, 6, 2, 11, 13, 9, 7, 5, 3, 10, 0]
matrix17;17;1,379949331;;39;[0, 2, 13, 1, 9, 10, 12, 5, 6, 14, 15, 3, 4, 7, 8, 16, 11, 0];39; [0, 11, 13, 2, 9, 10, 1, 12, 15, 14, 5, 6, 3, 4, 7, 8, 16, 0]
;;;;;;;
matrix_my_4;4;0;;38;[0, 1, 2, 3, 0];38; [0, 1, 2, 3, 0]
matrix_my_5;5;0;;42;[0, 1, 4, 3, 2, 0];42; [0, 1, 4, 3, 2, 0]
matrix6_1;6;0;;132;[0, 5, 4, 3, 2, 1, 0];132; [0, 1, 2, 3, 4, 5, 0]
matrix6_2;6;0;;80;[0, 4, 3, 2, 1, 5, 0];80; [0, 5, 1, 2, 3, 4, 0]
matrix10;10;0,008977413;;212;[0, 3, 4, 2, 8, 7, 6, 9, 1, 5, 0];212; [0, 3, 4, 2, 8, 7, 6, 9, 1, 5, 0]
matrix_my_11;11;0,01695323;;251;[0, 1, 8, 4, 6, 2, 9, 7, 5, 3, 10, 0];251; [0, 1, 8, 4, 6, 2, 9, 7, 5, 3, 10, 0]
matrix12;12;0,045875788;;264;[0, 1, 8, 4, 6, 2, 11, 9, 7, 5, 3, 10, 0];264; [0, 1, 8, 4, 6, 2, 11, 9, 7, 5, 3, 10, 0]
matrix13;13;0,098735332;;269;[0, 10, 3, 5, 7, 9, 11, 2, 6, 4, 8, 1, 12, 0];269; [0, 10, 3, 5, 7, 9, 11, 2, 6, 4, 8, 1, 12, 0]
matrix14;14;0,298481464;;282;[0, 10, 3, 5, 7, 9, 13, 11, 2, 6, 4, 8, 1, 12, 0];282; [0, 10, 3, 5, 7, 9, 13, 11, 2, 6, 4, 8, 1, 12, 0]
matrix15;15;0,921140432;;291;[0, 10, 3, 5, 7, 9, 13, 11, 2, 6, 4, 8, 14, 1, 12, 0];291; [0, 12, 1, 14, 8, 4, 6, 2, 11, 13, 9, 7, 5, 3, 10, 0]
matrix17;17;4,185620546;;39;[0, 2, 13, 1, 9, 10, 12, 5, 6, 14, 15, 3, 4, 7, 8, 16, 11, 0];39; [0, 11, 13, 2, 9, 10, 1, 12, 15, 14, 5, 6, 3, 4, 7, 8, 16, 0]
;;;;;;;
matrix_my_4;4;0;;38;[0, 1, 2, 3, 0];38; [0, 1, 2, 3, 0]
matrix_my_5;5;0;;42;[0, 1, 4, 3, 2, 0];42; [0, 1, 4, 3, 2, 0]
matrix6_1;6;0;;132;[0, 5, 4, 3, 2, 1, 0];132; [0, 1, 2, 3, 4, 5, 0]
matrix6_2;6;0;;80;[0, 4, 3, 2, 1, 5, 0];80; [0, 5, 1, 2, 3, 4, 0]
matrix10;10;0;;212;[0, 3, 4, 2, 8, 7, 6, 9, 1, 5, 0];212; [0, 3, 4, 2, 8, 7, 6, 9, 1, 5, 0]
matrix_my_11;11;0,015617847;;251;[0, 1, 8, 4, 6, 2, 9, 7, 5, 3, 10, 0];251; [0, 1, 8, 4, 6, 2, 9, 7, 5, 3, 10, 0]
matrix12;12;0,015621901;;264;[0, 1, 8, 4, 6, 2, 11, 9, 7, 5, 3, 10, 0];264; [0, 1, 8, 4, 6, 2, 11, 9, 7, 5, 3, 10, 0]
matrix13;13;0,046863556;;269;[0, 10, 3, 5, 7, 9, 11, 2, 6, 4, 8, 1, 12, 0];269; [0, 10, 3, 5, 7, 9, 11, 2, 6, 4, 8, 1, 12, 0]
matrix14;14;0,093729496;;282;[0, 10, 3, 5, 7, 9, 13, 11, 2, 6, 4, 8, 1, 12, 0];282; [0, 10, 3, 5, 7, 9, 13, 11, 2, 6, 4, 8, 1, 12, 0]
matrix15;15;0,249938965;;291;[0, 10, 3, 5, 7, 9, 13, 11, 2, 6, 4, 8, 14, 1, 12, 0];291; [0, 12, 1, 14, 8, 4, 6, 2, 11, 13, 9, 7, 5, 3, 10, 0]
matrix17;17;1,27541852;;39;[0, 2, 13, 1, 9, 10, 12, 5, 6, 14, 15, 3, 4, 7, 8, 16, 11, 0];39; [0, 11, 13, 2, 9, 10, 1, 12, 15, 14, 5, 6, 3, 4, 7, 8, 16, 0]
;;;;;;;
matrix_my_4;4;0;;38;[0, 1, 2, 3, 0];38; [0, 1, 2, 3, 0]
matrix_my_5;5;0;;42;[0, 1, 4, 3, 2, 0];42; [0, 1, 4, 3, 2, 0]
matrix6_1;6;0;;132;[0, 5, 4, 3, 2, 1, 0];132; [0, 1, 2, 3, 4, 5, 0]
matrix6_2;6;0;;80;[0, 4, 3, 2, 1, 5, 0];80; [0, 5, 1, 2, 3, 4, 0]
matrix10;10;0;;212;[0, 3, 4, 2, 8, 7, 6, 9, 1, 5, 0];212; [0, 3, 4, 2, 8, 7, 6, 9, 1, 5, 0]
matrix_my_11;11;0,015622377;;251;[0, 1, 8, 4, 6, 2, 9, 7, 5, 3, 10, 0];251; [0, 1, 8, 4, 6, 2, 9, 7, 5, 3, 10, 0]
matrix12;12;0,015620947;;264;[0, 1, 8, 4, 6, 2, 11, 9, 7, 5, 3, 10, 0];264; [0, 1, 8, 4, 6, 2, 11, 9, 7, 5, 3, 10, 0]
matrix13;13;0,046863794;;269;[0, 10, 3, 5, 7, 9, 11, 2, 6, 4, 8, 1, 12, 0];269; [0, 10, 3, 5, 7, 9, 11, 2, 6, 4, 8, 1, 12, 0]
matrix14;14;0,109348059;;282;[0, 10, 3, 5, 7, 9, 13, 11, 2, 6, 4, 8, 1, 12, 0];282; [0, 10, 3, 5, 7, 9, 13, 11, 2, 6, 4, 8, 1, 12, 0]
matrix15;15;0,24994278;;291;[0, 10, 3, 5, 7, 9, 13, 11, 2, 6, 4, 8, 14, 1, 12, 0];291; [0, 12, 1, 14, 8, 4, 6, 2, 11, 13, 9, 7, 5, 3, 10, 0]
matrix17;17;1,353346348;;39;[0, 2, 13, 1, 9, 10, 12, 5, 6, 14, 15, 3, 4, 7, 8, 16, 11, 0];39; [0, 11, 13, 2, 9, 10, 1, 12, 15, 14, 5, 6, 3, 4, 7, 8, 16, 0]
;;;;;;;
matrix_my_4;4;0;;38;[0, 1, 2, 3, 0];38; [0, 1, 2, 3, 0]
matrix_my_5;5;0;;42;[0, 1, 4, 3, 2, 0];42; [0, 1, 4, 3, 2, 0]
matrix6_1;6;0;;132;[0, 5, 4, 3, 2, 1, 0];132; [0, 1, 2, 3, 4, 5, 0]
matrix6_2;6;0;;80;[0, 4, 3, 2, 1, 5, 0];80; [0, 5, 1, 2, 3, 4, 0]
matrix10;10;0;;212;[0, 3, 4, 2, 8, 7, 6, 9, 1, 5, 0];212; [0, 3, 4, 2, 8, 7, 6, 9, 1, 5, 0]
matrix_my_11;11;0,015621424;;251;[0, 1, 8, 4, 6, 2, 9, 7, 5, 3, 10, 0];251; [0, 1, 8, 4, 6, 2, 9, 7, 5, 3, 10, 0]
matrix12;12;0,015620708;;264;[0, 1, 8, 4, 6, 2, 11, 9, 7, 5, 3, 10, 0];264; [0, 1, 8, 4, 6, 2, 11, 9, 7, 5, 3, 10, 0]
matrix13;13;0,046864033;;269;[0, 10, 3, 5, 7, 9, 11, 2, 6, 4, 8, 1, 12, 0];269; [0, 10, 3, 5, 7, 9, 11, 2, 6, 4, 8, 1, 12, 0]
matrix14;14;0,203078032;;282;[0, 10, 3, 5, 7, 9, 13, 11, 2, 6, 4, 8, 1, 12, 0];282; [0, 10, 3, 5, 7, 9, 13, 11, 2, 6, 4, 8, 1, 12, 0]
matrix15;15;0,264293909;;291;[0, 10, 3, 5, 7, 9, 13, 11, 2, 6, 4, 8, 14, 1, 12, 0];291; [0, 12, 1, 14, 8, 4, 6, 2, 11, 13, 9, 7, 5, 3, 10, 0]
matrix17;17;1,327930689;;39;[0, 2, 13, 1, 9, 10, 12, 5, 6, 14, 15, 3, 4, 7, 8, 16, 11, 0];39; [0, 11, 13, 2, 9, 10, 1, 12, 15, 14, 5, 6, 3, 4, 7, 8, 16, 0]
br17;17;1,291080713;;39;[0, 2, 13, 1, 9, 10, 12, 5, 6, 14, 15, 3, 4, 7, 8, 16, 11, 0];39;
;;;;;;;
matrix_my_4;4;0;;38;[0, 1, 2, 3, 0];38; [0, 1, 2, 3, 0]
matrix_my_5;5;0;;42;[0, 1, 4, 3, 2, 0];42; [0, 1, 4, 3, 2, 0]
matrix6_1;6;0;;132;[0, 5, 4, 3, 2, 1, 0];132; [0, 1, 2, 3, 4, 5, 0]
matrix6_2;6;0;;80;[0, 4, 3, 2, 1, 5, 0];80; [0, 5, 1, 2, 3, 4, 0]
matrix10;10;0;;212;[0, 3, 4, 2, 8, 7, 6, 9, 1, 5, 0];212; [0, 3, 4, 2, 8, 7, 6, 9, 1, 5, 0]
matrix_my_11;11;0,015619993;;251;[0, 1, 8, 4, 6, 2, 9, 7, 5, 3, 10, 0];251; [0, 1, 8, 4, 6, 2, 9, 7, 5, 3, 10, 0]
matrix12;12;0,015598297;;264;[0, 1, 8, 4, 6, 2, 11, 9, 7, 5, 3, 10, 0];264; [0, 1, 8, 4, 6, 2, 11, 9, 7, 5, 3, 10, 0]
matrix13;13;0,04686451;;269;[0, 10, 3, 5, 7, 9, 11, 2, 6, 4, 8, 1, 12, 0];269; [0, 10, 3, 5, 7, 9, 11, 2, 6, 4, 8, 1, 12, 0]
matrix14;14;0,109348774;;282;[0, 10, 3, 5, 7, 9, 13, 11, 2, 6, 4, 8, 1, 12, 0];282; [0, 10, 3, 5, 7, 9, 13, 11, 2, 6, 4, 8, 1, 12, 0]
matrix15;15;0,249944687;;291;[0, 10, 3, 5, 7, 9, 13, 11, 2, 6, 4, 8, 14, 1, 12, 0];291; [0, 12, 1, 14, 8, 4, 6, 2, 11, 13, 9, 7, 5, 3, 10, 0]
matrix17;17;1,326954126;;39;[0, 2, 13, 1, 9, 10, 12, 5, 6, 14, 15, 3, 4, 7, 8, 16, 11, 0];39; [0, 11, 13, 2, 9, 10, 1, 12, 15, 14, 5, 6, 3, 4, 7, 8, 16, 0]
;;;;;;;
matrix_my_4;4;0;;38;[0, 1, 2, 3, 0];38; [0, 1, 2, 3, 0]
matrix_my_5;5;0;;42;[0, 1, 4, 3, 2, 0];42; [0, 1, 4, 3, 2, 0]
matrix6_1;6;0;;132;[0, 5, 4, 3, 2, 1, 0];132; [0, 1, 2, 3, 4, 5, 0]
matrix6_2;6;0,015619755;;80;[0, 4, 3, 2, 1, 5, 0];80; [0, 5, 1, 2, 3, 4, 0]
matrix10;10;0,093729496;;212;[0, 3, 4, 2, 8, 7, 6, 9, 1, 5, 0];212; [0, 3, 4, 2, 8, 7, 6, 9, 1, 5, 0]
matrix_my_11;11;0,109601498;;251;[0, 1, 8, 4, 6, 2, 9, 7, 5, 3, 10, 0];251; [0, 1, 8, 4, 6, 2, 9, 7, 5, 3, 10, 0]
matrix12;12;0,140341043;;264;[0, 1, 8, 4, 6, 2, 11, 9, 7, 5, 3, 10, 0];264; [0, 1, 8, 4, 6, 2, 11, 9, 7, 5, 3, 10, 0]
